County,Population,deaths2018,fips
"Haywood County, TN",17335,171.7340313,47075
"Henderson County, TN",27847,267.4733125,47077
"Henry County, TN",32358,316.83875,47079
"Hickman County, TN",25063,252.5537523,47081
"Houston County, TN",8263,89.01572903,47083
"Humphreys County, TN",18486,193.3368169,47085
"Jackson County, TN",11758,107.9137482,47087
"Jefferson County, TN",54012,497.9326671,47089
"Johnson County, TN",17778,179.3598123,47091
"Knox County, TN",465289,4045.521902,47093
"Lake County, TN",7411,86.47876137,47095
"Lauderdale County, TN",25825,280.9509498,47097
"Lawrence County, TN",43734,454.1455184,47099
"Lewis County, TN",12086,113.0866071,47101
"Lincoln County, TN",34117,337.2833914,47103
"Loudon County, TN",53054,427.5110773,47105
"McMinn County, TN",53285,515.8989758,47107
"McNairy County, TN",25832,284.5401689,47109
"Macon County, TN",24265,249.1759909,47111
"Madison County, TN",97605,884.9402874,47113
"Marion County, TN",28575,291.4282335,47115
"Marshall County, TN",33683,322.4718353,47117
"Maury County, TN",94340,864.9801895,47119
"Meigs County, TN",12306,131.3672884,47121
"Monroe County, TN",46357,442.5503455,47123
"Montgomery County, TN",205950,1904.461527,47125
"Moore County, TN",6411,44.08088202,47127
"Morgan County, TN",21579,209.694436,47129
"Obion County, TN",30267,275.3820799,47131
"Overton County, TN",22068,235.5608938,47133
"Perry County, TN",8064,89.65910016,47135
"Pickett County, TN",5082,47.34248904,47137
"Polk County, TN",16898,169.2552121,47139
"Putnam County, TN",78843,721.2802053,47141
"Rhea County, TN",33044,345.1180347,47143
"Roane County, TN",53140,495.9088568,47145
"Robertson County, TN",71012,668.0278737,47147
"Rutherford County, TN",324890,2630.022454,47149
"Scott County, TN",22039,246.2712793,47151
"Sequatchie County, TN",14876,120.591451,47153
"Sevier County, TN",97892,878.6648871,47155
"Shelby County, TN",935764,8161.811588,47157
"Smith County, TN",19942,193.3906028,47159
"Stewart County, TN",13561,122.0343541,47161
"Sullivan County, TN",157668,1413.924054,47163
"Sumner County, TN",187149,1503.302415,47165
"Tipton County, TN",61581,602.7550333,47167
"Trousdale County, TN",11012,118.1996879,47169
"Unicoi County, TN",17761,188.3651143,47171
"Union County, TN",19688,184.7754895,47173
"Van Buren County, TN",5765,61.17147338,47175
"Warren County, TN",40878,413.7920516,47177
"Washington County, TN",128607,1173.746361,47179
"Wayne County, TN",16558,155.4585913,47181
"Weakley County, TN",33415,300.5347328,47183
"White County, TN",27107,273.6348643,47185
"Williamson County, TN",231729,1415.723608,47187
"Wilson County, TN",140625,1073.1375,47189
"Anderson County, TX",58057,620.397102,48001
"Andrews County, TX",18128,155.9096223,48003
"Angelina County, TX",87092,776.062587,48005
"Aransas County, TX",23792,184.6152136,48007
"Archer County, TX",8786,64.82422089,48009
"Armstrong County, TX",1892,17.78686228,48011
"Atascosa County, TX",50310,384.2382648,48013
"Austin County, TX",29989,218.8892112,48015
"Bailey County, TX",7027,54.86131152,48017
"Bandera County, TX",22824,154.8521669,48019
"Bastrop County, TX",86976,698.1578016,48021
"Baylor County, TX",3582,37.89192432,48023
"Bee County, TX",32587,287.1978122,48025
"Bell County, TX",355642,2692.969828,48027
"Bexar County, TX",1986049,14647.40266,48029
"Blanco County, TX",11702,87.10048243,48031
"Bosque County, TX",18691,159.1828984,48035
"Bowie County, TX",94324,857.1297339,48037
"Brazoria County, TX",370200,2752.397512,48039
"Brazos County, TX",226758,1452.359291,48041
"Brewster County, TX",9267,59.57170479,48043
"Briscoe County, TX",1516,NA,48045
"Brooks County, TX",7114,59.39464372,48047
"Brown County, TX",37924,347.7049299,48049
"Burleson County, TX",18389,161.5750711,48051
"Burnet County, TX",47542,346.9922598,48053
"Caldwell County, TX",43247,345.4940843,48055
"Calhoun County, TX",21561,165.3591428,48057
"Callahan County, TX",13994,121.2184536,48059
"Cameron County, TX",423908,2716.111381,48061
"Camp County, TX",13033,120.7027836,48063
"Carson County, TX",6005,48.54760265,48065
"Cass County, TX",30119,272.0646258,48067
"Castro County, TX",7665,52.7992283,48069
"Chambers County, TX",42454,339.0662297,48071
"Cherokee County, TX",52592,470.196497,48073
"Childress County, TX",7291,66.46665166,48075
"Clay County, TX",10456,83.58352133,48077
"Cochran County, TX",2836,23.43661892,48079
"Coke County, TX",3370,29.98003673,48081
"Coleman County, TX",8397,84.52484577,48083
"Collin County, TX",1005146,5722.333033,48085
"Collingsworth County, TX",2962,28.14014531,48087
"Colorado County, TX",21217,165.1394077,48089
"Comal County, TX",148373,1060.5979,48091
"Comanche County, TX",13534,110.2131365,48093
"Concho County, TX",4276,27.84485589,48095
"Cooke County, TX",40574,320.41396,48097
"Coryell County, TX",74808,619.266858,48099
"Cottle County, TX",1389,15.35805725,48101
"Crane County, TX",4794,35.60636434,48103
"Crockett County, TX",3499,33.46901969,48105
"Crosby County, TX",5779,54.5926912,48107
"Culberson County, TX",2204,NA,48109
"Dallam County, TX",7200,52.34256,48111
"Dallas County, TX",2637772,19418.51251,48113
"Dawson County, TX",12619,114.0030746,48115
"Deaf Smith County, TX",18760,147.9404845,48117
"Delta County, TX",5349,55.62243234,48119
"Denton County, TX",859064,5260.423997,48121
"DeWitt County, TX",20187,179.9765256,48123
"Dickens County, TX",2249,18.24124168,48125
"Dimmit County, TX",10308,72.34762572,48127
"Donley County, TX",3319,29.95605491,48129
"Duval County, TX",11212,102.2319877,48131
"Eastland County, TX",18322,163.6872212,48133
"Ector County, TX",162124,1525.563062,48135
"Edwards County, TX",1928,15.30669405,48137
"Ellis County, TX",179436,1420.058896,48139
"El Paso County, TX",840758,5594.73443,48141
"Erath County, TX",42446,337.3032229,48143
"Falls County, TX",17335,147.4972166,48145
"Fannin County, TX",35286,344.5252116,48147
"Fayette County, TX",25349,181.0657101,48149
"Fisher County, TX",3839,25.10487177,48151
"Floyd County, TX",5837,43.38099259,48153
"Foard County, TX",1200,13.385228,48155
"Fort Bend County, TX",787858,4335.506414,48157
"Franklin County, TX",10766,86.95124013,48159
"Freestone County, TX",19808,156.3698322,48161
"Frio County, TX",19816,157.3789362,48163
"Gaines County, TX",20901,155.4769654,48165
"Galveston County, TX",337890,2730.665919,48167
"Garza County, TX",6578,49.23196659,48169
"Gillespie County, TX",26804,180.6810286,48171
"Goliad County, TX",7584,58.82127648,48175
"Gonzales County, TX",20826,171.9296678,48177
"Gray County, TX",21895,217.5828032,48179
"Grayson County, TX",133991,1194.307787,48181
"Gregg County, TX",123707,1130.879499,48183
"Grimes County, TX",28360,234.5671671,48185
"Guadalupe County, TX",163694,1133.313037,48187
"Hale County, TX",33830,295.9722423,48189
"Hall County, TX",3028,23.30887784,48191
"Hamilton County, TX",8484,79.34471524,48193
"Hansford County, TX",5463,42.53854179,48195
"Hardeman County, TX",3922,33.69065981,48197
"Hardin County, TX",57207,517.1909435,48199
"Harris County, TX",4698619,32856.67523,48201
"Harrison County, TX",66726,573.3066781,48203
"Hartley County, TX",5619,37.40997217,48205
"Haskell County, TX",5813,51.91351967,48207
"Hays County, TX",222631,1531.340618,48209
"Hemphill County, TX",3825,31.798296,48211
"Henderson County, TX",82299,775.4162401,48213
"Hidalgo County, TX",865939,5117.65908,48215
"Hill County, TX",36354,320.4174911,48217
"Hockley County, TX",22980,200.5182712,48219
"Hood County, TX",60537,457.6007973,48221
"Hopkins County, TX",36810,318.8613489,48223
"Houston County, TX",23169,201.0968029,48225
"Howard County, TX",36459,367.8246425,48227
"Hudspeth County, TX",4795,26.07676038,48229
"Hunt County, TX",96493,851.4709575,48231
"Hutchinson County, TX",21198,193.7553728,48233
"Irion County, TX",1522,NA,48235
"Jack County, TX",8843,82.56800478,48237
"Jackson County, TX",14874,126.9764624,48239
"Jasper County, TX",35872,331.3994065,48241
"Jeff Davis County, TX",2252,NA,48243
"Jefferson County, TX",255001,2267.303141,48245
"Jim Hogg County, TX",5248,47.51009152,48247
"Jim Wells County, TX",40822,357.9652605,48249
"Johnson County, TX",171361,1462.663811,48251
"Jones County, TX",19817,157.9663273,48253
"Karnes County, TX",15650,130.276547,48255
"Kaufman County, TX",128622,1130.058315,48257
"Kendall County, TX",45641,284.7325956,48259
"Kerr County, TX",52405,400.5312403,48265
"Kimble County, TX",4362,37.40663634,48267
"Kinney County, TX",3767,22.53734572,48271
"Kleberg County, TX",31129,293.5493754,48273
"Knox County, TX",3653,38.34397021,48275
"Lamar County, TX",49728,456.2787667,48277
"Lamb County, TX",13158,116.5440025,48279
"Lampasas County, TX",21229,159.9738893,48281
"La Salle County, TX",7531,61.47718472,48283
"Lavaca County, TX",20110,152.8645562,48285
"Lee County, TX",17144,141.8810581,48287
"Leon County, TX",17270,141.7057613,48289
"Liberty County, TX",86323,903.0102281,48291
"Limestone County, TX",23519,208.1994388,48293
"Lipscomb County, TX",3355,22.58282932,48295
"Live Oak County, TX",12166,89.32808449,48297
"Llano County, TX",21646,156.5483455,48299
"Lubbock County, TX",307412,2692.488496,48303
"Lynn County, TX",5877,51.36985791,48305
"McCulloch County, TX",7987,64.52974183,48307
"McLennan County, TX",254607,2000.260487,48309
"Madison County, TX",14422,131.6616108,48313
"Marion County, TX",9928,101.6897903,48315
"Martin County, TX",5753,57.62494368,48317
"Mason County, TX",4280,29.0915452,48319
"Matagorda County, TX",36552,336.1087987,48321
"Maverick County, TX",58485,447.4340339,48323
"Medina County, TX",50921,370.3562409,48325
"Menard County, TX",2139,20.97812129,48327
"Midland County, TX",172578,1289.395818,48329
"Milam County, TX",25131,215.0937997,48331
"Mills County, TX",4921,38.40847061,48333
"Mitchell County, TX",8145,83.6971512,48335
"Montague County, TX",19596,183.1983663,48337
"Montgomery County, TX",590925,4181.533031,48339
"Moore County, TX",21485,172.3772345,48341
"Morris County, TX",12339,124.8884482,48343
"Motley County, TX",1234,NA,48345
"Nacogdoches County, TX",65711,543.9387922,48347
"Navarro County, TX",49565,455.2664206,48349
"Newton County, TX",13746,117.941688,48351
"Nolan County, TX",14751,138.5053012,48353
"Nueces County, TX",362265,2741.585294,48355
"Ochiltree County, TX",9947,89.16530588,48357
"Oldham County, TX",2131,NA,48359
"Orange County, TX",83572,853.4041138,48361
"Palo Pinto County, TX",28875,257.59349,48363
"Panola County, TX",23148,220.7397138,48365
"Parker County, TX",138371,1080.876764,48367
"Parmer County, TX",9864,73.65928848,48369
"Pecos County, TX",15673,129.1972931,48371
"Polk County, TX",50031,586.3443082,48373
"Potter County, TX",119648,1207.330079,48375
"Presidio County, TX",6948,30.90896544,48377
"Rains County, TX",12159,107.603705,48379
"Randall County, TX",136271,1004.767873,48381
"Reagan County, TX",3741,34.72936151,48383
"Real County, TX",3478,31.61212167,48385
"Red River County, TX",12175,107.6052473,48387
"Reeves County, TX",15695,115.9339949,48389
"Refugio County, TX",7032,59.5007992,48391
"Robertson County, TX",17284,150.1279598,48395
"Rockwall County, TX",100657,670.9939895,48397
"Runnels County, TX",10234,87.31399773,48399
"Rusk County, TX",54450,457.87731,48401
"Sabine County, TX",10589,98.54035158,48403
"San Augustine County, TX",8232,75.41093728,48405
"San Jacinto County, TX",28719,238.5791676,48407
"San Patricio County, TX",66893,601.4523552,48409
"San Saba County, TX",6054,48.37672698,48411
"Schleicher County, TX",2895,24.72772935,48413
"Scurry County, TX",16866,143.8862635,48415
"Shackelford County, TX",3253,21.58779715,48417
"Shelby County, TX",25418,238.4875199,48419
"Sherman County, TX",3079,NA,48421
"Smith County, TX",230221,1778.203982,48423
"Somervell County, TX",9016,70.94681384,48425
"Starr County, TX",64525,473.7625528,48427
"Stephens County, TX",9433,80.96809261,48429
"Sterling County, TX",1311,NA,48431
"Sutton County, TX",3758,22.93420966,48435
"Swisher County, TX",7462,68.31898771,48437
"Tarrant County, TX",2084931,15322.81815,48439
"Taylor County, TX",137640,1256.756889,48441
"Terrell County, TX",NA,NA,48443
"Terry County, TX",12287,114.9253896,48445
"Throckmorton County, TX",1515,NA,48447
"Titus County, TX",33033,276.9442676,48449
"Tom Green County, TX",118189,950.4243288,48451
"Travis County, TX",1248743,7637.93656,48453
"Trinity County, TX",14740,159.4024381,48455
"Tyler County, TX",21696,191.9856621,48457
"Upshur County, TX",41260,383.5086743,48459
"Upton County, TX",3671,28.64152134,48461
"Uvalde County, TX",26846,199.043224,48463
"Val Verde County, TX",49208,361.9551849,48465
"Van Zandt County, TX",56019,478.7142858,48467
"Victoria County, TX",92035,702.1337879,48469
"Walker County, TX",72480,564.5385056,48471
"Waller County, TX",53126,381.2991148,48473
"Ward County, TX",11720,110.509638,48475
"Washington County, TX",35108,234.5100884,48477
"Webb County, TX",275910,1840.547786,48479
"Wharton County, TX",41619,345.4535152,48481
"Wheeler County, TX",5191,50.57473637,48483
"Wichita County, TX",132064,1249.20262,48485
"Wilbarger County, TX",12820,117.0476683,48487
"Willacy County, TX",21515,173.8269284,48489
"Williamson County, TX",566719,3406.325,48491
"Wilson County, TX",50224,349.0988207,48493
"Winkler County, TX",7720,75.6319136,48495
"Wise County, TX",68305,621.2073361,48497
"Wood County, TX",45129,375.701031,48499
"Yoakum County, TX",8591,69.31393484,48501
"Young County, TX",18045,180.9719216,48503
"Zapata County, TX",14190,106.7193479,48505
"Zavala County, TX",11983,109.513316,48507
"Beaver County, UT",6580,71.8795252,49001
"Box Elder County, UT",54950,433.1030783,49003
"Cache County, UT",127068,802.6381524,49005
"Carbon County, UT",20269,189.2067909,49007
"Daggett County, UT",NA,NA,49009
"Davis County, UT",351713,2420.923818,49011
"Duchesne County, UT",19964,159.8850879,49013
"Emery County, UT",10014,90.7648932,49015
"Garfield County, UT",5080,42.1898064,49017
"Grand County, UT",9764,76.88310296,49019
"Iron County, UT",52775,398.246483,49021
"Juab County, UT",11555,91.6782944,49023
"Kane County, UT",7709,56.68602437,49025
"Millard County, UT",13006,85.42605255,49027
"Morgan County, UT",12045,87.8624131,49029
"Piute County, UT",1445,NA,49031
"Rich County, UT",2464,NA,49033
"Salt Lake County, UT",1152633,8233.879941,49035
"San Juan County, UT",15449,122.7655815,49037
"Sanpete County, UT",30623,213.7145485,49039
"Sevier County, UT",21539,181.7197326,49041
"Summit County, UT",41933,207.6775156,49043
"Tooele County, UT",69907,530.4126048,49045
"Uintah County, UT",35438,297.3222212,49047
"Utah County, UT",622213,4270.322485,49049
"Wasatch County, UT",33240,214.2504144,49051
"Washington County, UT",171700,1017.357412,49053
"Wayne County, UT",2690,19.87033957,49055
"Weber County, UT",256359,2041.276483,49057
"Addison County, VT",36973,240.915575,50001
"Bennington County, VT",35631,293.3573867,50003
"Caledonia County, VT",30302,228.4135468,50005
"Chittenden County, VT",164572,1018.176792,50007
"Essex County, VT",6250,48.720875,50009
"Franklin County, VT",49421,389.5318741,50011
"Grand Isle County, VT",7090,50.52487617,50013
"Lamoille County, VT",25300,168.2598427,50015
"Orange County, VT",28999,208.0465591,50017
"Orleans County, VT",26907,208.2431389,50019
"Rutland County, VT",58672,478.9698499,50021
"Washington County, VT",58140,405.5582832,50023
"Windham County, VT",42756,322.0950575,50025
"Windsor County, VT",55286,384.8191244,50027
"Accomack County, VA",32412,278.6855066,51001
"Albemarle County, VA",108718,607.407466,51003
"Alleghany County, VA",14910,130.9551761,51005
"Amelia County, VA",13013,113.5875708,51007
"Amherst County, VA",31666,239.6519824,51009
"Appomattox County, VA",15841,137.0547479,51011
"Arlington County, VA",237521,1132.798613,51013
"Augusta County, VA",75457,492.3204541,51015
"Bath County, VA",4292,37.04286425,51017
"Bedford County, VA",78747,605.5342437,51019
"Bland County, VA",6293,54.69584024,51021
"Botetourt County, VA",33277,240.9347976,51023
"Brunswick County, VA",16384,156.3944004,51025
"Buchanan County, VA",21221,220.3896345,51027
"Buckingham County, VA",16999,123.2413901,51029
"Campbell County, VA",54973,415.5024259,51031
"Caroline County, VA",30772,250.3657104,51033
"Carroll County, VA",29636,225.5566324,51035
"Charles City County, VA",6941,58.60168303,51036
"Charlotte County, VA",11938,107.2229377,51037
"Chesterfield County, VA",348556,2502.501952,51041
"Clarke County, VA",14523,112.4224946,51043
"Craig County, VA",5064,35.06843632,51045
"Culpeper County, VA",51859,417.9750697,51047
"Cumberland County, VA",9809,70.68774108,51049
"Dickenson County, VA",14523,145.8137762,51051
"Dinwiddie County, VA",28529,229.347579,51053
"Essex County, VA",10919,88.6906694,51057
"Fairfax County, VA",1150795,5268.197579,51059
"Fauquier County, VA",70675,496.4765621,51061
"Floyd County, VA",15795,113.0768262,51063
"Fluvanna County, VA",26783,167.5917656,51065
"Franklin County, VA",56195,426.7616885,51067
"Frederick County, VA",88355,612.9636961,51069
"Giles County, VA",16844,154.9244867,51071
"Gloucester County, VA",37349,323.5706961,51073
"Goochland County, VA",23244,141.2715309,51075
"Grayson County, VA",15631,127.1398446,51077
"Greene County, VA",19779,137.3734622,51079
"Greensville County, VA",11627,127.5713277,51081
"Halifax County, VA",34120,308.3201483,51083
"Hanover County, VA",107239,754.3988403,51085
"Henrico County, VA",329261,2408.615555,51087
"Henry County, VA",50953,432.3222778,51089
"Highland County, VA",2210,13.57471873,51091
"Isle of Wight County, VA",36953,276.1163881,51093
"James City County, VA",76397,485.6272075,51095
"King and Queen County, VA",7042,60.78623885,51097
"King George County, VA",26575,191.9576916,51099
"King William County, VA",16939,137.6438861,51101
"Lancaster County, VA",10783,91.24725562,51103
"Lee County, VA",23541,218.905091,51105
"Loudoun County, VA",406850,2055.11598,51107
"Louisa County, VA",36778,283.3877301,51109
"Lunenburg County, VA",12086,107.4865187,51111
"Madison County, VA",13295,103.97922,51113
"Mathews County, VA",8802,66.22439958,51115
"Mecklenburg County, VA",30650,292.8242765,51117
"Middlesex County, VA",10769,85.92782532,51119
"Montgomery County, VA",98985,690.4886747,51121
"Nelson County, VA",14836,116.0099042,51125
"New Kent County, VA",22391,160.1382675,51127
"Northampton County, VA",11735,100.6584489,51131
"Northumberland County, VA",12147,78.50136416,51133
"Nottoway County, VA",15420,151.4304138,51135
"Orange County, VA",36644,291.050833,51137
"Page County, VA",23933,202.0325735,51139
"Patrick County, VA",17673,153.5156898,51141
"Pittsylvania County, VA",60949,492.5638131,51143
"Powhatan County, VA",29189,191.6052554,51145
"Prince Edward County, VA",22950,191.825739,51147
"Prince George County, VA",38082,243.2994241,51149
"Prince William County, VA",468011,2735.29029,51153
"Pulaski County, VA",34066,306.8280334,51155
"Rappahannock County, VA",7252,37.73844107,51157
"Richmond County, VA",9038,80.69831364,51159
"Roanoke County, VA",94073,690.4688524,51161
"Rockbridge County, VA",22752,150.349463,51163
"Rockingham County, VA",81244,525.921389,51165
"Russell County, VA",26748,252.2748319,51167
"Scott County, VA",21534,201.7536969,51169
"Shenandoah County, VA",43497,315.4701119,51171
"Smyth County, VA",30472,300.8455868,51173
"Southampton County, VA",17586,135.0469388,51175
"Spotsylvania County, VA",134238,960.887238,51177
"Stafford County, VA",149960,1022.008892,51179
"Surry County, VA",6474,54.63350334,51181
"Sussex County, VA",11237,106.2831793,51183
"Tazewell County, VA",40855,411.2051665,51185
"Warren County, VA",40003,343.6373709,51187
"Washington County, VA",54402,454.0467083,51191
"Westmoreland County, VA",17830,145.1210445,51193
"Wise County, VA",38012,412.629763,51195
"Wythe County, VA",28754,271.7983352,51197
"York County, VA",67846,383.4180998,51199
"Alexandria city, VA",160530,809.7486366,51510
"Bristol city, VA",16482,200.208722,51520
"Buena Vista city, VA",6237,70.33292343,51530
"Charlottesville city, VA",48117,345.2266438,51540
"Chesapeake city, VA",242634,1872.696121,51550
"Colonial Heights city, VA",17833,172.2088822,51570
"Covington city, VA",5460,81.4710806,51580
"Danville city, VA",40693,447.0531624,51590
"Emporia city, VA",5121,40.36353423,51595
"Fairfax city, VA",24574,196.1152644,51600
"Falls Church city, VA",14772,91.73077168,51610
"Franklin city, VA",8013,105.0729465,51620
"Fredericksburg city, VA",29144,223.3478613,51630
"Galax city, VA",6423,108.367914,51640
"Hampton city, VA",134313,1155.491605,51650
"Harrisonburg city, VA",54033,396.9761284,51660
"Hopewell city, VA",22596,264.949172,51670
"Lexington city, VA",7136,70.35477547,51678
"Lynchburg city, VA",82126,704.0730418,51680
"Manassas city, VA",41641,330.8734175,51683
"Manassas Park city, VA",17307,61.72178103,51685
"Martinsville city, VA",12902,211.0370248,51690
"Newport News city, VA",178626,1531.151706,51700
"Norfolk city, VA",244076,2267.771949,51710
"Norton city, VA",3968,43.52124885,51720
"Petersburg city, VA",31567,438.7259525,51730
"Poquoson city, VA",12190,97.11366667,51735
"Portsmouth city, VA",94632,967.2721557,51740
"Radford city, VA",18339,174.753248,51750
"Richmond city, VA",228783,1816.345605,51760
"Roanoke city, VA",99920,1017.760806,51770
"Salem city, VA",25643,257.734032,51775
"Staunton city, VA",24922,246.188571,51790
"Suffolk city, VA",91185,723.9532772,51800
"Virginia Beach city, VA",450189,2982.701709,51810
"Waynesboro city, VA",22628,208.1416215,51820
"Williamsburg city, VA",14896,55.92226528,51830
"Winchester city, VA",28108,221.3400063,51840
"Adams County, WA",19759,134.4223212,53001
"Asotin County, WA",22610,159.2602426,53003
"Benton County, WA",201877,1382.867544,53005
"Chelan County, WA",77036,498.5523405,53007
"Clallam County, WA",76737,545.4182033,53009
"Clark County, WA",481857,3302.100167,53011
"Columbia County, WA",4059,31.4655033,53013
"Cowlitz County, WA",108987,918.660142,53015
"Douglas County, WA",42907,245.4903982,53017
"Ferry County, WA",7649,58.81517524,53019
"Franklin County, WA",94347,594.2986718,53021
"Garfield County, WA",2247,14.5338956,53023
"Grant County, WA",97331,711.5262713,53025
"Grays Harbor County, WA",73901,624.0451703,53027
"Island County, WA",84460,508.6578162,53029
"Jefferson County, WA",31729,193.2235815,53031
"King County, WA",2233163,13040.97964,53033
"Kitsap County, WA",269805,1871.157931,53035
"Kittitas County, WA",47364,290.9562626,53037
"Klickitat County, WA",22107,141.4176684,53039
"Lewis County, WA",79604,652.056265,53041
"Lincoln County, WA",10740,70.121997,53043
"Mason County, WA",65507,486.4062885,53045
"Okanogan County, WA",42132,315.3588626,53047
"Pacific County, WA",22036,183.746378,53049
"Pend Oreille County, WA",13602,112.2633816,53051
"Pierce County, WA",891299,6741.438029,53053
"San Juan County, WA",17128,76.45436779,53055
"Skagit County, WA",128206,903.9193945,53057
"Skamania County, WA",11924,66.14346141,53059
"Snohomish County, WA",814901,5563.310113,53061
"Spokane County, WA",514631,4011.378817,53063
"Stevens County, WA",45260,322.4940953,53065
"Thurston County, WA",286419,1941.190452,53067
"Wahkiakum County, WA",4426,25.13134437,53069
"Walla Walla County, WA",60922,432.6325062,53071
"Whatcom County, WA",225685,1434.413237,53073
"Whitman County, WA",49791,338.6154794,53075
"Yakima County, WA",251446,1994.040537,53077
"Barbour County, WV",16535,142.2931,54001
"Berkeley County, WV",117123,1067.10492,54003
"Boone County, WV",21951,246.3213904,54005
"Braxton County, WV",14089,126.4046764,54007
"Brooke County, WV",22203,192.1147139,54009
"Cabell County, WV",93224,1035.074151,54011
"Calhoun County, WV",7254,60.3589623,54013
"Clay County, WV",8632,89.9726308,54015
"Doddridge County, WV",8406,61.93921872,54017
"Fayette County, WV",43018,455.0680639,54019
"Gilmer County, WV",8026,67.80506593,54021
"Grant County, WV",11626,83.54106446,54023
"Greenbrier County, WV",34786,315.5176005,54025
"Hampshire County, WV",23347,195.1833325,54027
"Hancock County, WV",29094,280.6289894,54029
"Hardy County, WV",13775,116.344201,54031
"Harrison County, WV",67554,629.693352,54033
"Jackson County, WV",28706,260.9525628,54035
"Jefferson County, WV",56811,463.1122885,54037
"Kanawha County, WV",180454,1846.73616,54039
"Lewis County, WV",16024,175.6232537,54041
"Lincoln County, WV",20599,227.4194144,54043
"Logan County, WV",32607,414.9953756,54045
"McDowell County, WV",18223,237.4515214,54047
"Marion County, WV",56097,516.5422979,54049
"Marshall County, WV",30785,259.2359699,54051
"Mason County, WV",26718,254.5011512,54053
"Mercer County, WV",59131,625.4827904,54055
"Mineral County, WV",26940,243.8906936,54057
"Mingo County, WV",23785,285.6496045,54059
"Monongalia County, WV",106420,795.2564402,54061
"Monroe County, WV",13280,108.2637835,54063
"Morgan County, WV",17787,163.3272895,54065
"Nicholas County, WV",24842,237.7940001,54067
"Ohio County, WV",41755,372.7353328,54069
"Pendleton County, WV",6997,52.30528051,54071
"Pleasants County, WV",7507,71.80945967,54073
"Pocahontas County, WV",8414,65.02908547,54075
"Preston County, WV",33839,288.106374,54077
"Putnam County, WV",56682,502.1607643,54079
"Raleigh County, WV",74254,771.3238206,54081
"Randolph County, WV",28823,244.6742196,54083
"Ritchie County, WV",9721,82.07748132,54085
"Roane County, WV",13932,151.8793265,54087
"Summers County, WV",12760,124.0272,54089
"Taylor County, WV",16862,140.4306143,54091
"Tucker County, WV",6955,56.17743603,54093
"Tyler County, WV",8746,76.13731179,54095
"Upshur County, WV",24415,209.6191331,54097
"Wayne County, WV",39944,385.4217863,54099
"Webster County, WV",8285,81.51092307,54101
"Wetzel County, WV",15270,145.0117586,54103
"Wirt County, WV",5830,47.88076003,54105
"Wood County, WV",84203,799.9419725,54107
"Wyoming County, WV",20786,237.6129418,54109
"Adams County, WI",20348,157.8365873,55001
"Ashland County, WI",15600,141.345776,55003
"Barron County, WI",45164,342.3417651,55005
"Bayfield County, WI",15042,101.1304245,55007
"Brown County, WI",263378,1875.331251,55009
"Buffalo County, WI",13125,85.40380625,55011
"Burnett County, WI",15392,109.6439885,55013
"Calumet County, WI",50159,341.5573761,55015
"Chippewa County, WI",64135,452.8833166,55017
"Clark County, WI",34709,265.9455644,55019
"Columbia County, WI",57358,428.6170235,55021
"Crawford County, WI",16291,109.3716377,55023
"Dane County, WI",542364,3316.244905,55025
"Dodge County, WI",87847,681.1814505,55027
"Door County, WI",27610,179.9059317,55029
"Douglas County, WI",43208,324.3003805,55031
"Dunn County, WI",45131,305.6817405,55033
"Eau Claire County, WI",104534,760.4172513,55035
"Florence County, WI",4321,39.12688545,55037
"Fond du Lac County, WI",103066,690.1337151,55039
"Forest County, WI",8991,79.84058949,55041
"Grant County, WI",51554,357.9188004,55043
"Green County, WI",36929,248.7882111,55045
"Green Lake County, WI",18918,153.978836,55047
"Iowa County, WI",23771,153.6218307,55049
"Iron County, WI",5676,40.75640448,55051
"Jackson County, WI",20478,153.2742122,55053
"Jefferson County, WI",85129,596.3042414,55055
"Juneau County, WI",26617,206.068814,55057
"Kenosha County, WI",169290,1342.75975,55059
"Kewaunee County, WI",20383,127.0558678,55061
"La Crosse County, WI",118230,832.2572272,55063
"Lafayette County, WI",16665,102.5193026,55065
"Langlade County, WI",19268,125.8240863,55067
"Lincoln County, WI",27689,209.9812851,55069
"Manitowoc County, WI",79074,576.1065424,55071
"Marathon County, WI",135428,929.4685467,55073
"Marinette County, WI",40434,309.6385851,55075
"Marquette County, WI",15434,122.195351,55077
"Menominee County, WI",4658,50.93839744,55078
"Milwaukee County, WI",948201,7862.251963,55079
"Monroe County, WI",46051,350.8575034,55081
"Oconto County, WI",37830,279.4043096,55083
"Oneida County, WI",35470,265.0200167,55085
"Outagamie County, WI",187365,1323.246576,55087
"Ozaukee County, WI",89147,535.720279,55089
"Pepin County, WI",7289,43.45108961,55091
"Pierce County, WI",42555,285.1054498,55093
"Polk County, WI",43598,320.4426841,55095
"Portage County, WI",70942,439.9141797,55097
"Price County, WI",13397,101.3481264,55099
"Racine County, WI",196584,1521.719393,55101
"Richland County, WI",17377,119.2487357,55103
"Rock County, WI",163129,1280.154284,55105
"Rusk County, WI",14147,102.1026715,55107
"St. Croix County, WI",89694,613.0061685,55109
"Sauk County, WI",64249,482.604436,55111
"Sawyer County, WI",16489,135.3925531,55113
"Shawano County, WI",40796,320.0912634,55115
"Sheboygan County, WI",115456,842.7472111,55117
"Taylor County, WI",20412,124.967435,55119
"Trempealeau County, WI",29442,225.9239721,55121
"Vernon County, WI",30785,206.6238918,55123
